EU sugar reported prices and parities,Avg Region 1,Avg Region 2,Avg Region 3,Avg EU Reported Price,Export Parity,Import Parity
04-Oct-17,423,418,447,422,269,397
05-Oct-17,423,418,447,422,272,401
06-Oct-17,423,418,447,422,268,394
09-Oct-17,423,418,447,422,266,393
10-Oct-17,423,418,447,422,266,395
11-Oct-17,423,418,447,422,268,397
12-Oct-17,423,418,447,422,267,396
13-Oct-17,423,418,447,422,267,400
16-Oct-17,423,418,447,422,263,395
17-Oct-17,423,418,447,422,263,394
18-Oct-17,423,418,447,422,265,395
19-Oct-17,423,418,447,422,264,394
20-Oct-17,423,418,447,422,262,391
23-Oct-17,423,418,447,422,264,391
24-Oct-17,423,418,447,422,269,398
25-Oct-17,423,418,447,422,267,396
26-Oct-17,423,418,447,422,268,395
27-Oct-17,423,418,447,422,278,409
30-Oct-17,423,418,447,422,280,411
31-Oct-17,423,418,447,422,280,410
01-Nov-17,407,405,455,411,279,409
02-Nov-17,407,405,455,411,272,400
03-Nov-17,407,405,455,411,280,403
06-Nov-17,407,405,455,411,280,408
07-Nov-17,407,405,455,411,284,412
08-Nov-17,407,405,455,411,290,414
09-Nov-17,407,405,455,411,290,413
10-Nov-17,407,405,455,411,290,414
13-Nov-17,407,405,455,411,294,418
14-Nov-17,407,405,455,411,291,415
15-Nov-17,407,405,455,411,281,412
16-Nov-17,407,405,455,411,285,417
17-Nov-17,407,405,455,411,284,419
20-Nov-17,407,405,455,411,280,411
21-Nov-17,407,405,455,411,280,411
22-Nov-17,407,405,455,411,285,418
23-Nov-17,407,405,455,411,283,
24-Nov-17,407,405,455,411,284,418
27-Nov-17,407,405,455,411,280,415
28-Nov-17,407,405,455,411,278,410
29-Nov-17,407,405,455,411,279,412
30-Nov-17,407,405,455,411,279,411
01-Dec-17,398,393,452,400,277,409
04-Dec-17,398,393,452,400,276,411
05-Dec-17,398,393,452,400,273,408
06-Dec-17,398,393,452,400,268,400
07-Dec-17,398,393,452,400,265,398
08-Dec-17,398,393,452,400,262,394
11-Dec-17,398,393,452,400,260,391
12-Dec-17,398,393,452,400,258,388
13-Dec-17,398,393,452,400,260,391
14-Dec-17,398,393,452,400,255,386
15-Dec-17,398,393,452,400,255,385
18-Dec-17,398,393,452,400,257,387
19-Dec-17,398,393,452,400,269,399
20-Dec-17,398,393,452,400,272,402
21-Dec-17,398,393,452,400,276,405
22-Dec-17,398,393,452,400,275,402
25-Dec-17,398,393,452,400,,
26-Dec-17,398,393,452,400,,
27-Dec-17,398,393,452,400,280,407
28-Dec-17,398,393,452,400,280,408
29-Dec-17,398,393,452,400,279,409
01-Jan-18,375.75,364.82,406.73,370.9,,
02-Jan-18,375.75,364.82,406.73,370.9,280,411
03-Jan-18,375.75,364.82,406.73,370.9,282,411
04-Jan-18,375.75,364.82,406.73,370.9,280,409
05-Jan-18,375.75,364.82,406.73,370.9,279,406
08-Jan-18,375.75,364.82,406.73,370.9,276,403
09-Jan-18,375.75,364.82,406.73,370.9,277,403
10-Jan-18,375.75,364.82,406.73,370.9,273,400
11-Jan-18,375.75,364.82,406.73,370.9,264,390
12-Jan-18,375.75,364.82,406.73,370.9,259,387
15-Jan-18,375.75,364.82,406.73,370.9,253,
16-Jan-18,375.75,364.82,406.73,370.9,247,374
17-Jan-18,375.75,364.82,406.73,370.9,246,371
18-Jan-18,375.75,364.82,406.73,370.9,239,364
19-Jan-18,375.75,364.82,406.73,370.9,238,367
22-Jan-18,375.75,364.82,406.73,370.9,238,366
23-Jan-18,375.75,364.82,406.73,370.9,237,366
24-Jan-18,375.75,364.82,406.73,370.9,234,363
25-Jan-18,375.75,364.82,406.73,370.9,235,364
26-Jan-18,375.75,364.82,406.73,370.9,236,365
29-Jan-18,375.75,364.82,406.73,370.9,242,372
30-Jan-18,375.75,364.82,406.73,370.9,242,372
31-Jan-18,375.75,364.82,406.73,370.9,233,362
01-Feb-18,370.77,366.82,407.66,371.72,235,365
02-Feb-18,370.77,366.82,407.66,371.72,237,369
05-Feb-18,370.77,366.82,407.66,371.72,240,375
06-Feb-18,370.77,366.82,407.66,371.72,240,376
07-Feb-18,370.77,366.82,407.66,371.72,243,379
08-Feb-18,370.77,366.82,407.66,371.72,236,373
09-Feb-18,370.77,366.82,407.66,371.72,239,375
12-Feb-18,370.77,366.82,407.66,371.72,240,376
13-Feb-18,370.77,366.82,407.66,371.72,242,370
14-Feb-18,370.77,366.82,407.66,371.72,239,368
15-Feb-18,370.77,366.82,407.66,371.72,239,369
16-Feb-18,370.77,366.82,407.66,371.72,236,365
19-Feb-18,370.77,366.82,407.66,371.72,241,
20-Feb-18,370.77,366.82,407.66,371.72,240,367
21-Feb-18,370.77,366.82,407.66,371.72,240,368
22-Feb-18,370.77,366.82,407.66,371.72,246,375
23-Feb-18,370.77,366.82,407.66,371.72,244,374
26-Feb-18,370.77,366.82,407.66,371.72,242,373
27-Feb-18,370.77,366.82,407.66,371.72,235,362
28-Feb-18,370.77,366.82,407.66,371.72,246,372
01-Mar-18,370.87,373.5,399.03,375.55,253,378
02-Mar-18,370.87,373.5,399.03,375.55,245,369
05-Mar-18,370.87,373.5,399.03,375.55,248,372
06-Mar-18,370.87,373.5,399.03,375.55,245,367
07-Mar-18,370.87,373.5,399.03,375.55,235,355
08-Mar-18,370.87,373.5,399.03,375.55,237,357
09-Mar-18,370.87,373.5,399.03,375.55,241,359
12-Mar-18,370.87,373.5,399.03,375.55,242,360
13-Mar-18,370.87,373.5,399.03,375.55,236,353
14-Mar-18,370.87,373.5,399.03,375.55,236,356
15-Mar-18,370.87,373.5,399.03,375.55,233,356
16-Mar-18,370.87,373.5,399.03,375.55,233,355
19-Mar-18,370.87,373.5,399.03,375.55,240,359
20-Mar-18,370.87,373.5,399.03,375.55,235,354
21-Mar-18,370.87,373.5,399.03,375.55,238,356
22-Mar-18,370.87,373.5,399.03,375.55,239,357
23-Mar-18,370.87,373.5,399.03,375.55,239,353
26-Mar-18,370.87,373.5,399.03,375.55,236,348
27-Mar-18,370.87,373.5,399.03,375.55,238,351
28-Mar-18,370.87,373.5,399.03,375.55,231,345
29-Mar-18,370.87,373.5,399.03,375.55,235,349
30-Mar-18,370.87,373.5,399.03,375.55,,
02-Apr-18,365.53,360.94,386.22,364.95,,
03-Apr-18,365.53,360.94,386.22,364.95,238,351
04-Apr-18,365.53,360.94,386.22,364.95,236,348
